area_sqft,bedrooms,bathrooms,stories,house_age_years,parking_spaces,distance_to_city_km,location_score,furnished,price_inr
2310,2,2,3,16,1,26.0,5,Semi,1264873
1581,2,1,1,15,1,12.8,2,No,500000
2474,4,5,1,1,0,23.1,4,No,2018162
1869,1,1,2,27,0,5.2,10,Yes,1402892
1240,2,2,1,21,2,1.2,5,No,1121741
616,1,1,1,29,2,1.6,10,Semi,895158
2353,1,1,2,19,1,18.0,4,No,500000
3338,1,1,3,5,0,14.2,2,No,673624
1650,5,5,1,27,2,16.0,7,No,1546264
3964,1,1,2,24,2,1.2,10,No,1823175
2431,5,4,1,28,3,13.3,10,Yes,2703956
1512,4,3,2,9,2,21.8,2,Yes,1355635
2164,2,3,3,27,1,13.8,1,No,500000
1581,2,3,3,9,0,22.2,5,Semi,1223154
1133,2,2,2,7,2,7.8,1,Semi,1148470
1012,2,3,2,0,3,24.6,1,Yes,1107888
3349,2,3,2,12,0,18.1,1,Yes,1075111
1619,2,3,3,23,2,7.1,6,Semi,1356274
1641,2,1,1,8,3,7.9,9,Semi,2284774
1059,4,3,3,21,2,19.2,10,Yes,2456010
987,1,1,2,9,0,25.1,1,No,500000
3808,3,4,2,14,0,13.1,5,Semi,1812767
1396,5,4,3,4,0,8.5,9,Yes,2857904
3843,3,4,2,21,1,26.1,9,Semi,1877893
1712,3,2,3,15,2,20.4,1,Semi,500000
1203,1,1,2,12,1,14.0,8,Semi,1142624
1970,1,1,1,21,0,15.1,1,No,500000
1080,1,1,1,24,3,6.9,8,Semi,1102828
3337,2,3,2,19,2,19.2,1,Semi,1183848
3408,4,4,3,17,1,11.4,5,Semi,2066650
2794,2,1,1,10,2,29.9,8,Semi,1354576
3647,4,5,3,26,3,14.9,6,Yes,2545259
653,4,3,2,8,1,15.1,9,No,1803191
2179,3,3,3,15,0,17.4,1,Semi,585502
1496,3,3,1,1,1,27.6,9,Semi,2183771
3657,4,4,3,25,2,24.2,1,Semi,1023084
3244,4,4,3,24,2,14.1,10,No,2490371
3856,2,1,2,1,2,21.8,10,Semi,2365393
1743,2,2,2,11,2,18.0,3,Yes,1161899
1592,3,3,2,7,0,15.3,1,Semi,843616
3618,1,1,1,8,1,6.6,3,Yes,1389334
1508,4,4,1,11,0,14.5,2,Yes,1155413
2641,2,3,2,25,0,8.1,2,No,565049
2273,3,3,2,8,0,27.5,9,No,2236116
1457,2,2,1,9,2,10.7,8,Yes,1903272
3559,4,4,1,24,2,28.6,1,Yes,911904
952,4,5,1,1,2,16.5,4,No,1857406
1727,5,5,1,15,1,19.3,1,No,1154776
3459,1,1,2,19,3,16.7,1,No,500000
2765,5,5,1,6,2,4.8,4,Yes,2814003
3021,3,4,2,27,1,11.9,2,No,931557
2979,2,2,3,1,2,3.9,3,Semi,1951170
2888,3,2,3,0,2,19.1,9,Yes,2870392
1050,4,4,1,18,0,14.0,2,No,760488
2135,5,5,3,27,0,23.6,4,Semi,993075
1812,5,5,3,3,0,7.4,1,No,2429671
3825,5,5,3,23,1,5.8,2,Yes,2269571
2257,3,4,1,21,3,12.8,5,No,1274983
856,4,3,1,26,3,27.9,10,Semi,1597991
2570,2,1,3,1,1,21.6,1,Semi,725295
2285,2,3,2,30,2,13.1,7,No,1054844
3069,3,3,3,24,1,16.0,4,No,895662
2281,5,5,1,13,2,3.4,6,Semi,2611367
3671,1,1,1,1,1,29.6,8,No,1271136
3349,3,2,1,28,1,20.3,6,Yes,1285236
3751,3,3,3,14,1,9.3,2,Yes,1875480
3794,4,4,2,11,3,18.0,1,Semi,1569063
3309,2,2,1,4,0,4.2,8,Semi,2369581
2989,3,2,1,27,1,29.0,8,Semi,959626
2131,3,2,3,19,3,6.1,9,Yes,2548192
3316,5,5,2,28,0,19.8,6,Semi,1677929
1515,5,5,3,6,0,8.1,1,No,1922215
1848,1,1,1,23,1,21.8,9,No,500000
1015,4,4,2,20,2,23.5,3,Semi,804304
3587,1,1,2,9,2,20.5,6,Semi,1258573
3339,5,5,1,13,2,18.8,10,Semi,3062624
835,2,2,2,13,1,26.9,10,No,1482716
2282,5,5,2,4,2,3.3,9,Semi,3528775
2805,4,4,3,17,3,10.6,3,No,1713284
996,5,5,1,23,3,8.2,5,No,1246164
1395,4,3,1,13,3,29.7,5,Semi,1320566
2707,4,3,1,1,3,12.3,10,No,3196609
1351,4,4,1,25,0,22.2,7,Semi,1735672
2187,4,5,1,11,3,20.9,4,Semi,1759769
2431,4,4,2,21,2,7.2,4,Semi,1642823
3237,2,3,3,23,1,7.9,7,Semi,1857806
2927,1,1,1,5,2,9.2,9,No,1975751
2068,3,3,3,3,3,12.9,4,No,2184307
1456,1,1,3,12,0,7.8,4,Yes,921606
3238,4,4,2,3,3,1.6,6,Semi,3013047
3998,2,1,1,21,1,26.5,6,Semi,1129858
2136,5,5,2,13,2,29.0,7,No,2149986
1791,2,2,1,30,1,10.9,1,Semi,500000
1940,4,5,2,15,1,10.8,3,Semi,1605618
1691,2,2,3,28,1,1.2,9,Semi,1921771
1566,2,3,1,3,2,20.7,6,Semi,1329889
784,4,4,3,23,3,24.9,6,No,1031335
2944,2,1,3,24,1,5.3,5,No,1367647
511,3,2,2,0,2,5.6,3,Yes,1773303
2130,3,3,1,12,0,23.9,5,Yes,1521647
3873,2,3,3,3,2,18.9,1,No,1437545
3824,5,5,2,19,0,2.3,3,Semi,2194553
3046,4,4,1,17,2,19.1,4,No,1286736
1253,3,2,1,5,3,10.0,5,No,1655709
2582,5,5,3,2,1,11.7,10,No,3697349
3274,2,1,1,22,3,23.3,9,No,1407021
3396,5,5,3,12,2,24.5,4,Semi,2331554
589,1,1,1,26,1,12.6,3,Semi,500000
1275,3,2,2,15,0,28.5,10,No,1269713
3152,2,1,3,26,2,12.8,1,No,551643
3517,4,4,3,4,1,23.4,10,Yes,3151589
2125,2,1,1,3,0,15.0,6,No,1325763
3569,4,4,1,20,0,27.0,7,Semi,2085005
917,2,2,3,7,3,27.3,10,No,1955075
614,5,4,1,18,2,3.5,8,Semi,2208090
1116,5,5,2,13,0,28.2,1,No,882497
3767,5,5,1,6,1,24.9,4,No,2122152
1325,1,1,2,30,0,23.9,5,No,500000
2149,4,4,2,13,0,6.8,2,No,1448923
2016,5,5,2,5,3,24.3,1,Semi,2147820
3646,1,1,2,11,3,25.7,8,Semi,1415368
912,4,4,2,15,1,9.4,6,No,1758337
3947,2,2,1,16,3,28.6,5,No,978146
3991,1,1,2,12,0,2.4,9,Semi,2079311
1228,3,4,1,22,0,5.3,2,Semi,743378
3848,1,1,2,13,3,16.6,10,Yes,2164605
3568,1,1,3,28,0,17.7,8,Semi,1401171
3308,4,4,2,6,0,19.7,10,Semi,3129001
1175,2,1,3,13,1,1.5,9,Semi,2071476
3965,3,2,2,14,3,28.9,1,Yes,1015817
2392,5,5,2,11,0,2.3,7,Yes,2845078
3004,5,5,2,16,3,5.1,8,No,3106746
3467,1,1,3,8,1,1.4,3,No,1463087
2739,4,5,3,21,3,17.4,4,No,1726951
3286,4,5,2,14,0,28.0,3,Semi,1548895
1622,5,5,1,11,3,20.3,7,Semi,2539853
2071,3,4,2,1,0,24.9,9,Semi,2337553
1477,2,2,3,4,0,1.4,3,No,1269141
1508,3,3,2,12,0,16.7,6,Semi,1276139
2643,2,3,3,26,1,14.3,8,Yes,1773354
2187,5,5,3,19,3,15.5,6,No,2641264
3210,2,2,3,22,1,3.1,2,Semi,880381
3761,4,3,2,7,3,20.8,7,Semi,2759884
536,1,1,3,26,1,15.6,2,Yes,500000
3940,1,1,3,13,2,23.2,2,Yes,868874
2048,5,5,2,14,0,15.1,2,Semi,1745826
2826,4,4,3,10,0,5.3,1,Semi,1700234
2764,3,4,2,0,1,19.8,1,Yes,1727207
3414,4,5,3,20,2,6.0,7,Semi,2705757
1372,1,1,1,30,0,26.3,5,No,500000
2321,1,1,1,2,3,18.8,3,Yes,1368898
1796,4,3,3,16,1,5.6,1,No,1192195
2609,4,4,1,27,0,28.9,10,Semi,1442188
1095,1,2,2,18,0,16.0,6,Yes,756453
2403,3,4,1,13,1,3.1,1,Semi,779042
1228,5,4,3,21,1,19.2,9,Semi,2195399
1865,5,5,3,29,3,8.3,2,No,1657932
896,4,4,2,22,3,24.3,1,Semi,500000
1198,5,5,3,7,0,24.7,7,No,2278537
3590,1,2,2,12,0,29.4,6,No,1068702
2724,1,2,1,26,1,15.6,6,Semi,644982
2135,4,3,1,19,0,14.2,5,No,1560876
895,4,4,2,2,0,22.9,4,Semi,1549521
2992,4,5,2,4,1,4.8,4,Semi,2920408
3804,3,2,3,8,0,16.9,3,Yes,1437798
575,5,5,1,28,0,16.8,10,Semi,1845056
764,4,3,2,5,2,3.6,8,No,2465475
3002,2,1,1,30,3,13.1,7,No,1015550
2319,2,2,2,24,1,25.7,9,Semi,1373860
1217,1,2,1,30,2,25.8,1,Semi,500000
3282,5,5,3,21,3,3.9,7,Semi,3000172
3955,4,3,1,1,3,3.6,10,Semi,3601263
1350,2,2,1,12,3,8.6,4,No,940684
1890,5,5,1,4,2,26.4,7,Semi,2099981
643,1,1,1,27,2,4.7,1,Semi,500000
1384,3,4,1,26,3,21.9,5,No,793199
3640,5,5,3,24,0,3.9,3,No,2406449
3670,5,5,2,7,0,19.1,5,No,2524378
895,3,3,1,22,2,11.3,4,No,920081
3596,5,5,3,0,2,23.9,2,Semi,2450723
3495,1,1,1,19,2,7.8,4,No,991816
3438,1,1,1,11,3,19.5,3,No,701318
1992,3,3,2,22,0,7.8,1,No,500000
3722,4,3,1,10,2,21.7,10,Yes,2758337
1667,2,1,3,6,2,26.3,8,Yes,1789256
3116,4,4,3,14,1,4.7,5,No,2136773
1562,5,5,2,21,3,26.1,4,No,1182165
2656,2,1,1,23,1,18.2,10,No,1233402
1565,3,4,3,10,0,4.7,5,Semi,2140632
1709,3,3,1,28,1,13.4,4,No,797295
3482,2,3,1,21,1,5.7,3,Semi,1220114
2945,1,2,1,25,1,21.3,5,Semi,668278
3794,2,3,2,15,3,23.0,4,Yes,1369172
1133,5,5,1,2,0,4.1,1,No,1628264
1656,1,1,3,19,1,15.7,3,Yes,646563
3734,3,2,1,13,3,24.6,10,Yes,2281308
1738,2,2,3,2,0,28.1,10,No,1929852
1232,4,5,1,0,2,15.9,8,Semi,2467006
734,4,3,3,30,1,28.6,7,No,550190
3205,5,4,3,25,0,16.5,2,No,1371894
1250,4,4,1,20,1,12.4,1,No,919868
3135,2,1,1,14,2,25.6,3,Semi,600752
3580,2,2,3,0,0,15.3,5,Semi,1708217
3645,4,5,2,16,3,14.7,10,Yes,2821093
1453,2,3,1,1,0,15.2,1,No,1138100
3039,5,5,2,28,3,25.6,3,Yes,1567070
3460,1,1,1,19,0,25.1,3,No,500000
3824,5,5,1,5,3,12.7,5,Yes,2960316
3801,5,4,1,7,2,10.7,3,No,1907280
2042,2,3,1,28,2,15.3,9,No,1436642
1697,1,1,2,15,2,17.6,1,Yes,740479
2176,2,2,1,18,0,7.9,4,No,713284
1691,3,3,3,0,2,24.0,10,Semi,3063402
2717,2,2,3,2,1,15.1,10,Semi,2570607
1916,2,2,2,27,2,10.7,4,Semi,1072396
3493,2,3,1,2,3,4.1,1,Semi,1811540
3342,1,1,3,4,3,7.9,2,Semi,1529164
3181,2,2,2,26,3,28.5,1,No,500000
1717,1,1,1,11,0,9.8,6,Semi,1209947
2040,4,4,3,11,1,5.9,3,Yes,2152173
2576,3,3,3,19,2,14.4,7,No,1469239
3736,1,1,2,12,1,9.9,5,No,1043682
1945,4,3,1,19,1,2.0,9,Semi,2417640
2886,1,1,1,8,3,10.4,7,Semi,2023681
2019,1,1,3,6,3,16.8,4,Semi,1266541
1888,3,3,3,3,3,17.0,5,No,1863405
2356,5,5,3,18,0,11.3,5,Semi,1800529
1865,5,4,1,21,1,14.0,5,No,1409655
999,1,1,2,18,1,29.0,10,Semi,1008397
2180,2,1,2,5,0,11.9,9,Yes,2025738
1010,4,3,1,26,0,8.5,10,No,1555700
3898,2,2,2,12,0,8.1,3,Semi,1399939
716,2,3,3,10,1,14.3,6,Yes,1902094
1824,1,1,2,12,1,23.0,8,Semi,1316569
1655,1,1,2,12,3,7.0,9,Yes,2074357
2327,1,1,2,27,3,21.6,7,Semi,837788
3641,1,1,3,24,1,1.6,3,Yes,1224592
3823,5,5,1,21,3,13.1,1,No,1585816
3986,1,1,3,27,0,23.5,4,No,500000
2310,5,5,1,19,2,10.8,6,No,2263675
2992,5,4,1,14,3,17.3,3,Semi,1835489
3423,1,1,1,20,1,6.9,1,Yes,500000
1705,3,2,2,12,3,22.5,6,No,1684194
2714,4,3,2,21,3,2.5,1,Semi,1104433
590,2,2,1,10,3,25.7,9,Semi,1766998
1213,5,5,1,18,2,6.7,1,Semi,1512002
2381,4,4,2,7,0,26.4,6,Semi,1729133
538,3,4,3,19,1,11.2,1,Semi,776206
3697,2,1,1,7,2,22.0,7,No,1573265
672,2,1,3,9,1,10.3,3,No,973851
1152,5,5,2,25,1,27.3,6,Yes,1701688
1253,1,2,1,15,1,4.7,7,No,1306085
1743,3,3,3,18,2,6.2,1,No,1143089
1581,5,5,3,25,0,15.3,1,Yes,1176410
2183,3,2,3,22,1,3.4,5,No,1735042
3023,1,1,2,10,0,6.7,6,Semi,1726889
955,1,1,2,12,0,28.4,9,No,786039
1328,5,4,3,27,3,29.3,1,Semi,847495
1394,1,1,3,8,2,11.9,4,No,1133665
1884,4,4,2,19,2,27.8,10,No,1972363
2458,2,1,3,23,3,16.8,8,Semi,1446554
3572,5,5,3,18,3,8.8,10,Semi,3621571
2934,3,2,2,15,0,21.4,9,Semi,1875475
2496,4,4,3,6,1,20.1,3,Yes,2033611
2895,5,5,3,18,2,29.7,2,No,1630799
689,1,1,3,11,1,8.7,4,Semi,1327521
1004,1,1,2,14,1,20.5,2,Semi,500000
1714,1,1,3,30,3,2.5,1,Yes,500000
2031,1,1,2,22,1,4.3,3,No,511401
3940,3,4,2,13,0,1.1,7,Semi,2594113
3980,4,3,1,10,3,30.0,1,Yes,1494144
1323,2,2,1,25,1,24.3,2,No,500000
1428,3,3,3,9,3,23.8,1,Yes,929126
1433,3,2,2,26,0,15.8,8,No,1428629
1640,2,1,1,10,0,9.7,5,Semi,1232875
633,2,2,3,5,1,5.4,8,Yes,2128604
2605,1,1,1,1,3,9.3,3,Semi,1460080
1184,3,4,1,10,1,11.9,7,Semi,2235551
3219,5,4,2,18,1,22.9,8,No,2075076
2720,2,3,2,5,3,16.7,6,Yes,2225105
2352,2,2,1,13,1,3.2,7,Semi,1558184
1314,4,4,1,19,0,1.5,2,No,1102719
1672,5,5,2,5,3,4.0,8,Semi,3356947
579,5,5,3,16,3,12.9,5,Semi,1881070
3433,2,1,2,9,3,28.1,7,No,1516744
3784,1,2,1,27,3,19.5,1,No,500000
702,4,4,3,0,1,24.3,5,No,1924916
3311,5,5,1,2,1,14.5,1,Semi,1875106
1752,2,1,3,7,0,11.5,8,Semi,1900139
2199,5,5,1,7,2,4.1,4,Semi,2598889
1750,4,3,3,26,2,26.4,4,Yes,1124437
2182,4,4,3,19,0,23.7,2,Yes,1351341
2055,3,3,1,21,2,5.9,5,Semi,1381299
3973,2,2,3,14,0,15.9,1,No,921887
2594,4,5,2,23,1,15.1,9,Semi,2104684
1756,3,3,1,6,3,19.1,5,Semi,1420467
3876,3,2,2,10,3,28.4,6,Semi,1978274
2049,5,4,1,6,1,17.8,2,Semi,1667521
1666,5,5,3,28,3,16.7,10,Semi,2428965
3986,3,4,3,3,3,2.5,10,Yes,3638252
1896,5,5,3,24,2,2.8,1,No,1660158
3830,4,5,1,11,1,6.4,4,Semi,2062957
3203,1,1,2,25,2,1.9,7,No,1522758
970,4,3,2,5,2,22.6,6,Yes,2085780
3518,3,4,1,13,3,22.0,10,No,2215838
1535,3,3,1,11,3,4.9,1,No,1171473
1853,4,4,2,10,1,25.2,1,No,1441210
3283,5,4,2,18,3,5.5,8,Semi,3137535
3331,5,5,2,20,3,9.7,4,No,2028035
1467,3,2,2,4,1,8.2,5,Semi,1938067
857,2,3,1,13,3,11.8,7,Semi,1349396
3519,5,5,1,20,2,8.4,8,No,2426583
3979,4,3,3,23,1,15.2,10,No,2449105
1167,5,4,2,15,3,12.8,7,Yes,2564357
872,4,3,3,24,0,29.6,2,Semi,500000
1531,3,4,1,12,1,2.6,4,Semi,1829113
1645,5,5,1,24,1,5.1,10,Semi,2687655
1871,4,4,3,28,0,2.5,1,No,623762
3223,3,3,2,21,3,19.1,10,No,2176672
589,2,3,2,21,3,2.6,9,No,1970383
3245,4,4,2,24,1,25.3,3,Yes,1351392
3887,2,1,2,19,1,15.8,3,Yes,1112439
3749,2,2,3,21,3,16.3,10,Semi,2301581
1039,1,1,3,3,3,17.3,9,No,1865774
3279,5,5,1,10,2,6.0,10,No,2986538
1368,4,3,2,16,1,6.7,3,No,1516620
540,2,2,2,6,1,10.2,8,Semi,1772304
1239,1,2,2,13,0,18.2,2,No,500000
2446,3,3,3,25,2,7.1,3,Yes,1002764
3049,4,3,2,10,3,4.4,2,Semi,2287799
3506,2,2,3,27,2,29.1,1,Yes,500000
3716,5,5,2,21,3,1.6,2,Yes,2821321
1724,1,1,2,8,3,24.3,8,Yes,1974283
1428,2,3,1,22,2,23.9,9,Semi,1071055
2536,5,4,2,12,1,9.6,2,Semi,1983547
3008,2,1,2,22,3,4.9,7,Semi,1515842
3279,4,5,1,17,2,5.2,5,Semi,2170127
3299,4,5,3,27,0,21.2,3,Semi,1147790
1424,4,3,3,10,2,19.6,9,Yes,2606948
3456,1,1,2,14,0,23.7,6,Semi,1078015
2081,4,4,3,24,3,28.2,1,Yes,723294
3824,5,5,2,25,2,21.1,5,Yes,2205011
889,2,2,1,24,2,5.5,7,No,1045780
2117,3,2,1,21,0,8.1,4,No,585860
3430,5,5,2,28,2,25.4,8,Semi,2064274
755,5,5,1,18,2,7.1,10,Semi,2977277
1208,4,4,1,0,3,3.1,5,Yes,2597889
2338,1,2,2,3,2,21.4,9,Semi,1660443
2444,2,3,2,13,1,12.7,9,Semi,2244024
2997,1,2,1,13,0,27.7,9,Semi,1185008
509,2,3,3,2,2,19.9,1,No,862717
3371,2,3,3,29,0,3.6,2,Semi,860822
1297,1,1,2,27,0,28.5,3,Yes,500000
3813,5,5,2,16,0,8.5,4,No,2163009
3822,2,2,3,2,2,10.8,10,Semi,2771934
1376,1,1,1,15,2,12.7,9,Semi,1320787
1528,2,3,3,13,0,2.5,10,No,2026360
3690,3,3,3,29,1,15.4,6,No,1376532
1515,5,5,3,19,0,4.6,1,Yes,1981262
2324,4,3,3,28,1,12.6,9,Semi,2228044
873,2,2,2,12,0,11.2,6,No,1504554
3636,3,4,2,14,3,23.4,4,No,1705745
2693,4,4,1,13,0,24.3,4,Semi,1437998
723,4,4,1,23,0,5.4,3,Semi,850447
1762,2,2,1,24,2,11.6,7,Semi,1235700
2724,1,1,1,18,1,11.8,3,No,500000
2302,2,3,3,5,3,5.4,2,Yes,2024513
1352,3,2,2,9,1,24.2,10,Semi,1761354
3853,4,4,2,26,3,21.5,8,No,2075523
562,2,2,1,14,0,6.5,4,Semi,555431
1740,1,1,1,20,2,11.6,8,Semi,1233970
3374,2,2,3,21,2,4.1,1,Yes,1321455
3342,5,4,3,19,1,19.2,5,Yes,1894688
1188,1,1,1,25,2,4.5,9,No,885185
1984,3,3,2,5,1,29.6,1,Yes,768844
2133,4,4,2,22,1,23.6,4,Yes,1301968
2652,2,3,2,24,3,12.3,6,Yes,1368313
3670,1,1,1,9,1,17.8,10,No,2118728
1010,5,5,2,6,3,27.4,8,Semi,2585308
884,1,1,3,21,2,17.1,3,No,500000
904,5,5,3,16,1,6.1,5,Yes,2014191
3370,3,4,1,17,1,12.0,7,No,2184372
1017,4,4,3,16,0,25.5,1,Semi,822490
975,3,2,1,8,1,19.7,7,No,1280178
2500,2,2,2,9,1,19.9,8,No,1419982
3256,1,2,2,9,0,26.1,8,Semi,1504877
2168,5,5,2,24,0,26.9,9,Yes,2073782
2393,5,4,3,6,2,27.7,6,Semi,2261753
3318,1,2,1,15,1,3.8,6,Yes,1590262
1960,1,2,2,28,2,16.8,2,No,500000
3594,2,1,1,17,2,22.5,3,Semi,500000
3544,3,2,2,5,0,23.0,4,Semi,1805307
3224,5,4,3,26,3,18.6,4,No,1874981
1213,2,1,3,19,2,5.8,8,Semi,1656263
582,3,2,1,0,3,24.1,1,Semi,836325
1668,2,3,3,0,1,21.9,10,Semi,2617689
3656,5,5,3,11,0,3.5,4,Semi,2647973
3649,1,1,1,20,1,14.5,4,Semi,714203
3004,1,1,2,27,1,6.0,1,No,500000
2401,3,3,3,1,0,10.8,3,No,2123991
2548,4,4,1,3,1,1.5,5,Semi,2361359
550,3,3,3,16,0,12.6,6,No,1370464
1184,4,3,3,3,3,16.9,9,No,2430069
1216,2,1,3,10,1,19.0,9,Semi,1764175
1969,2,2,3,21,0,20.2,9,Semi,1294347
948,5,5,1,25,2,25.3,1,No,781219
1380,4,3,1,3,1,7.2,9,Semi,2645379
987,5,5,1,0,3,4.5,8,Semi,3203526
2323,1,1,3,6,0,25.7,2,No,729241
2581,4,5,3,29,1,5.5,1,Yes,1250139
3919,3,3,3,17,1,29.3,1,Semi,1001192
2642,1,2,1,8,1,25.4,6,Semi,1036538
3643,1,1,3,28,3,15.5,9,Semi,1763574
2074,3,2,2,2,0,29.5,7,No,1897436
2701,1,1,3,7,2,3.8,5,Semi,1678857
749,4,4,2,28,2,9.8,2,Semi,500000
1173,5,5,3,23,2,19.5,1,Yes,1124775
937,1,1,1,18,0,11.2,2,Yes,636535
2665,4,4,3,3,2,27.9,1,Semi,1450619
1270,2,2,2,17,3,2.9,3,No,1349884
3877,4,5,2,19,0,16.9,6,No,1901229
767,5,5,3,26,1,18.1,8,No,1711980
2484,4,3,2,10,3,19.9,3,Semi,1789874
1577,3,4,2,26,1,8.4,10,No,2062541
735,5,5,1,13,2,11.6,9,Semi,2740691
888,2,2,3,24,3,25.5,10,No,1293224
3537,3,2,3,17,0,6.7,5,Yes,2110345
1262,4,5,3,27,3,25.0,7,No,1710230
2348,5,5,2,27,1,17.3,8,Yes,2461965
2948,2,3,3,28,0,23.1,3,Yes,550899
1123,3,3,3,15,3,21.7,2,Semi,1130693
3314,2,1,1,2,3,7.0,2,Semi,1467679
3874,4,4,1,14,3,17.5,5,Semi,2121542
3466,2,2,1,26,3,26.2,1,Semi,500000
3778,1,1,2,26,0,13.5,2,No,500000
1752,3,3,3,30,1,29.0,9,No,827967
3400,2,2,1,3,3,14.1,7,Semi,2454770
1077,4,5,1,4,0,5.1,6,Semi,2209955
2622,4,4,1,16,1,12.3,9,Semi,2375907
934,2,1,3,6,3,28.6,7,No,1151591
2650,4,5,3,15,1,10.3,5,Semi,2168302
3993,5,5,3,13,1,26.2,9,No,2717677
1263,5,5,2,25,0,26.6,6,No,1497575
3285,5,5,2,15,1,11.2,6,No,2340009
3353,1,1,1,6,0,3.4,4,No,1607160
1829,2,1,3,8,3,22.0,1,No,844289
2645,1,2,1,3,1,10.0,5,Yes,1625700
3345,4,3,3,29,1,23.7,9,No,1832166
1858,1,1,3,29,2,13.8,8,Semi,1097922
3406,4,3,3,21,3,15.1,8,No,2442069
2982,4,4,2,10,3,23.6,5,Yes,2386044
946,3,2,2,1,2,12.1,9,Semi,2436374
2517,5,4,3,11,2,13.9,3,No,1808764
1831,4,5,1,11,0,11.9,3,Semi,1722440
748,3,4,3,29,0,11.7,1,Semi,500000
665,5,4,3,3,1,16.3,9,Semi,2285143
3531,4,5,1,17,1,24.5,6,No,1888330
1858,4,5,3,25,1,11.5,2,Yes,1259800
1519,1,1,1,20,1,16.2,8,Semi,855910
1041,1,1,2,30,0,20.5,9,No,500000
1258,5,4,2,6,3,8.8,9,Semi,2766784
3677,4,5,1,28,1,9.0,2,Semi,1371887
2628,2,2,2,0,3,28.1,2,Yes,1283533
2680,1,1,2,30,1,22.0,7,Semi,500000
1296,5,5,1,25,2,17.7,4,Semi,1374104
3447,4,5,2,25,1,19.8,1,No,676225
637,4,4,3,22,1,1.8,8,Yes,2313273
2731,2,1,3,25,1,18.9,2,Semi,500000
3972,5,5,1,12,0,15.8,3,No,1994905
1853,4,4,2,5,2,16.8,5,No,2170539
3332,1,1,3,5,1,11.4,3,No,1449523
2375,2,3,3,11,1,3.4,7,Yes,2312857
3531,5,5,2,7,3,6.6,7,No,3392761
568,2,2,2,23,2,28.6,2,Semi,500000
3093,1,1,3,21,1,12.9,7,No,1073337
2600,5,5,3,18,3,14.5,6,Semi,2414805
1973,2,2,1,4,3,2.5,10,Semi,2730696
704,3,3,1,17,0,2.1,9,Yes,2264552
2673,1,2,3,30,3,21.8,9,Semi,1266403
542,1,1,1,29,1,16.6,2,Yes,500000
2406,1,1,3,4,0,15.8,7,Semi,1878047
2658,3,4,3,29,0,8.1,5,No,1042673
1260,3,2,1,24,1,22.6,6,No,551703
3754,4,3,1,9,2,5.9,1,Semi,1953921
3395,2,3,2,0,3,6.5,7,Yes,3206562
2642,4,4,2,9,0,14.4,6,Yes,2417083
2494,2,1,2,4,2,9.3,4,No,1541400
3945,3,2,3,11,1,8.2,1,No,1347744
2435,3,3,1,21,3,19.7,9,No,1889453
1399,4,4,3,29,3,19.9,4,Yes,1322606
859,5,5,1,26,0,24.9,2,Yes,626304
3447,4,5,3,6,3,13.1,8,Yes,3307341
2219,2,2,2,8,3,3.1,2,Semi,1305780
780,4,5,2,21,3,8.9,5,Semi,1775351
3766,1,1,2,20,3,29.4,6,Semi,992011
2387,2,2,3,11,1,18.3,8,No,2031349
3766,2,2,1,22,2,21.6,1,Semi,500000
1166,5,5,1,28,1,1.2,1,No,987340
592,3,4,2,0,1,16.0,4,No,1813213
1171,2,3,2,10,0,2.1,5,Yes,2033196
2469,3,3,2,29,3,17.5,9,Yes,1997368
560,4,5,2,20,1,27.7,7,Semi,1392659
3181,1,1,1,14,3,29.1,7,Semi,1049937
3622,5,5,3,1,1,16.7,8,Semi,3017708
3974,3,3,3,19,1,14.3,5,Semi,1625822
1528,2,1,3,6,0,28.4,5,Yes,1123321
1989,3,4,3,20,2,20.5,1,Yes,962943
1103,2,2,2,11,2,2.9,9,Semi,2243253
1181,3,3,2,21,1,14.5,6,No,1139943
3081,2,3,2,17,0,8.0,9,No,1878890
1928,4,4,3,2,3,14.6,3,Semi,2233482
3385,2,2,2,6,3,14.2,5,No,2265248
3192,2,2,2,10,1,17.9,2,Yes,1129937
2780,1,2,1,17,2,11.3,10,No,1817900
1023,2,2,1,11,0,5.8,5,No,1246587
2893,1,1,2,5,2,15.6,8,Semi,1792849
3617,5,5,1,4,3,25.1,2,Yes,2492656
3093,1,1,1,25,2,20.3,8,No,640013
2468,4,4,2,0,3,10.8,4,Semi,2420849
1601,1,1,2,11,0,28.1,10,Semi,1224660
2253,5,5,2,26,0,27.5,10,No,2015248
2336,4,3,2,30,1,7.1,1,Semi,500000
3644,3,3,3,25,1,2.1,5,Semi,2071913
3341,3,2,3,10,2,22.5,1,Semi,1223439
2796,1,1,2,3,0,25.0,7,Yes,1755390
2594,1,1,1,26,0,29.1,8,No,709766
1644,5,4,2,17,1,26.8,3,No,987619
2761,5,4,2,3,3,18.4,3,Yes,1982996
2786,2,2,1,16,2,16.4,7,Semi,1737826
1579,5,4,3,1,2,1.8,4,Semi,2662671
2897,2,1,2,28,1,8.2,3,Yes,572490
606,4,3,2,23,0,14.3,8,No,1510314
3378,1,1,3,21,1,19.2,3,Semi,1036480
547,4,3,3,1,1,17.2,7,No,2093857
836,5,5,1,11,1,22.5,2,No,1344181
1549,4,3,3,30,1,9.1,1,No,500000
3351,4,3,3,5,3,17.4,6,Yes,2429564
1780,4,4,3,9,3,3.6,8,No,2989909
